78260,68299,1.9039e+05,1.1951e+05,10446,42700,1.1127e+05,1.3455e+05,60505,44618,2.6703e+05,74039,68390,1.4433e+05,59172,93160,82088,95930,62764,52299,55641,88912,34053,12971,70111,75247,67154,86911,38070,1.1237e+05,30773,70520,56466,44842,27572,48922,17572,22785,64260,9076.4,38320,1.4191e+05,74442,57276,90014,88157,34914,1.3399e+05,6507.2,18414
1785.1,12883,9812.8,5316.9,2161,2368.5,1755.3,1139.1,1921.7,5504.8,1427.4,15822,10706,12562,13762,2485.1,5849.5,4731.9,2428.2,12147,8337,7315.6,11202,3743.1,3347.5,6192.4,16271,4726.8,5664,13335,2383.1,11319,2578.8,3789,2299.6,8428.1,11085,7949.4,4631.9,14289,4522.2,931.72,2934.8,3873.2,14959,8960.8,1050.5,8685.7,12999,6215.7
550.02,631.8,413.53,344.18,450.96,487.4,438.27,435.44,430.03,477.99,441.6,539.57,398.78,352.92,528.48,377.58,539.9,352.33,325.15,333.89,486.71,552.35,409.12,448.82,424.37,341.35,517.02,410.56,440.3,535.91,436.91,390.11,355.07,425.5,399.45,420.35,636.25,455.67,512.2,485.23,549.06,649.85,321.39,402.59,505.32,435.4,434.99,426.9,357.24,432.43
400.25,401.21,400.85,400.76,409.78,405.04,404.76,404.9,400.85,404.45,404.85,404.81,404.53,402.91,404.49,400.3,400.86,404.75,404.95,400.8,418.25,415.63,404.67,400.82,404.8,403.88,406.77,402.61,400.14,400.66,400.24,400.86,401.23,400.09,404.96,404.33,404.78,405.03,400.82,400.8,405.35,404.92,404.43,400.01,400.81,404.9,404.68,404.77,400.61,400.16
520.19,520.04,520.07,520.01,520.04,520.01,520.01,520.01,520.02,520,520.01,520,520.01,520.01,520.02,520.01,520.08,520,520.01,520.03,520.01,520.04,520.01,520.02,520.01,520.04,520,520.01,520.05,520.02,520,520,520,520,520.01,520.01,501.44,520,520.07,520.01,520.01,520.01,520.05,504.3,520.01,520.04,520.01,520,520.01,520.01
600.33,603.7,603.77,603.45,603.44,603.9,602.68,602.53,603.7,601.91,602.67,601.34,603.95,603.15,603.9,601.71,603,601.72,604.18,603.65,601.52,604.42,601.86,603.68,601.55,601.54,603.75,602.79,603.15,603.26,604.43,602.92,603.99,601.77,601.73,603.06,603.35,603.72,603.23,603.99,604.09,603.85,604.25,602.09,604.41,602.16,603.75,603.21,602.77,602.12
700.32,700.58,700.73,700.22,700.34,700.06,700.42,700.21,700.2,700.13,700.47,700.57,700.49,700.81,701.01,700.2,700.2,700.53,700.31,700.69,700.29,701.04,700.87,700.32,700.86,700.61,700.59,701.1,701.15,700.43,700.35,700.27,700.32,700.4,700.13,700.28,700.74,700.22,700.75,700.48,700.39,700.43,700.84,700.72,700.24,700.71,700.07,700.99,700.45,700.8
810,805.97,805.97,805.03,805.97,802.99,803.98,811.94,814.93,807.96,803.99,803.98,804.98,803.98,804.98,806.97,803.98,805.98,803.98,801.99,807.96,802.99,807.96,804.98,809.95,811.94,804.98,807.96,811.94,805.98,809.95,803.98,804.98,807.97,802,807.96,806.97,807.96,804.98,807.96,808.96,810.95,809.95,804.98,805.99,808.96,808.96,807.96,802.99,805.97
911.94,922.91,913.94,920.9,918.91,907.96,913.93,921.89,915.92,928.86,916.91,911.95,919.91,908.96,912.94,925.78,914.06,910.95,914.93,912.94,908.53,911.02,919.03,914.41,923.88,920.89,918.91,908.96,915.93,926.87,906.97,921.51,911.99,913.95,911.98,920.89,907.96,917.91,928.85,909.02,928.88,911.94,914,917.91,909.95,920.9,926.87,908.96,923.88,914.93
1022.3,1142.3,1141.7,1293.7,1277.3,1153.8,1141.1,1025.8,1038.3,1292.2,1377.5,1133,1265.1,1411.7,1157.7,1139.1,1021.9,1252.9,1146.2,1126.4,1240.3,1134,1161.3,1135.3,1178.4,1022.1,1300,1260.9,1048.3,1259.2,1156,1364.8,1146.6,1037.3,1141.2,1035.5,1160.6,1249,1022,1042.2,1137.5,1007.1,1249.2,1126.5,1161.1,1361.3,1149.3,1518.5,1251.8,1408.8
