81002,216,751.8,409.32,520,600.13,700.19,817.91,914.92,1314.1,1750,1200.4,1300.1,1400.3,1502,1603.2,2583.1,4378.3,1903.2,2278.2,2451.3,2282.6,2629.5,2532,2644.1,2700.1,2705.7,3126.4,3511,4349.1
35924,1147.5,301.32,407.07,520,602.93,700.14,817.91,909.95,1079.1,1473.5,1201.1,1300.1,1400.3,1502.4,1603.3,9850.5,7194.2,1901.5,2227.6,2664.6,2364,2629.5,2528.1,2641.1,2700.2,3100.4,3204.9,3117.4,4351.7
26552,4044.1,417.53,409.55,520.01,601.61,700.17,819.9,912.93,1090.7,2304.4,1200.2,1300.2,1400.3,1502.2,1603.6,8525.2,11277,1902.7,2051.8,2676.6,2281.3,2629.5,2518.4,2668.3,2700.3,2706,3124.4,3106.2,3382.3
2.1394e+05,604.56,316.75,400.12,520,601.9,700.17,813.93,919.9,1313,1919.7,1200.4,1300.2,1400.2,1502.6,1602.5,2857.1,9345.3,1901.8,2125.8,2947.9,2363.8,2629.5,2539.4,2636.3,2700,2703.5,3208.9,4077.3,4219.5
1.6653e+05,1392.4,2180.4,405.76,520,602.3,700.08,814.92,921.89,1312.9,1737.3,1200.3,1300.3,1400.1,1501.2,1602.8,2859.5,13633,1901.9,2211.3,2418.7,2221.2,2629.5,2508.8,2633.5,2700.4,2703.9,3214.4,3114.7,3234.5
47177,4900.3,470.11,409.34,520.01,601.93,700.1,808.95,944.77,1090.7,2191.2,1200.2,1300.3,1400.5,1503.4,1603.1,6774.8,10052,1901.6,2082.2,2572.1,2239.2,2629.5,2531.8,2651.8,2700.1,2705.7,3124.7,3681,4088.3
2.7055e+05,2497.8,365.2,405.15,520.01,600.49,700.5,804.97,926.86,1090.7,1990.9,1200.7,1300.5,1400.2,1505.4,1603.1,2935.6,9730.1,1901.6,3759.9,2678,2365.4,2629.5,2514.9,2632.2,2700.2,2704.2,3130.9,3114.8,3373.1
1.8029e+05,2285.7,348.23,400.66,520.21,601.78,700.08,818.9,921.89,1090.7,2033.4,1200.1,1300.2,1400.2,1500.9,1602.5,4237.1,9548.9,1901.6,2096,2298.9,2237.3,2629.5,2511.7,2636.8,2700.3,2705.5,3126.8,3112.9,3555.6
43095,447.42,338.58,474.38,520,600.33,700.11,814.92,922.88,1087.8,1340.4,1200.1,1300.2,1400.3,1501.2,1603.1,5157.4,8769.4,1901.5,2208.9,2310.8,2364.8,2629.5,2515.6,2662.4,2700.3,2710.3,3209.4,3105.1,3296.4
1.1148e+05,2510.4,806.39,400.08,520,602.74,700.51,808.95,927.86,1454.9,2180.3,1200.6,1300.3,1400.3,1500.8,1603.2,2576.5,9832.9,1901.8,2133.8,2314.7,2226.7,2629.5,2543.4,2631.4,2700.1,2702.7,3207.4,3113.4,3360.7
22562,5779.6,1805.4,404.04,520.11,600.61,700.28,812.93,918.9,1090.6,2054.4,1200.4,1300.1,1400.3,1501.5,1603.6,2566.9,14108,1901.5,2618.6,2829.6,2230.3,2629.5,2520.5,2638.4,2700.2,3101.3,3142.2,3885.4,3555
1.0207e+05,12483,740.61,408.19,520.02,601.71,700.05,809.95,909.95,1265.3,1464.6,1200.7,1300.1,1400.2,1501.2,1603,7974,7156.6,1902.8,2091,2200.6,2222.7,2629.5,2523.3,2661.7,2700.3,3101,3209.2,3110.7,4046.8
28008,1140,493.33,409.43,520,600.29,700.27,808.96,936.81,1304.7,2103.8,1200.3,1300.2,1400.2,1501.5,1602.4,10138,6924.4,1900.7,2133,2773.2,2221.7,2629.5,2544.1,2621.2,2700.5,2704.3,3205.4,3105.4,3428.6
4534,1102.3,653.16,407.94,520,603.67,700.29,807.96,912.93,1312.9,1856,1200.7,1300.1,1400.2,1500.7,1604,6860,8561.7,1903.3,2173.7,2321.7,2240.4,2629.5,2539.7,2630.9,2700.3,2703.7,3206.5,3447.6,3836.6
1.5758e+05,288.53,342.9,404.93,520,602.82,700.16,813.93,920.89,1313.3,1905.8,1200.8,1300.2,1400.2,1501,1602.7,9371.9,9811.3,1902.9,4222,3456.2,2220.8,2629.5,2516.7,2636.8,2700.3,2704,3204.2,3294.4,3375.3
2.7645e+05,2718.2,596.19,407.88,520.41,600.59,700.32,817.91,930.84,1090.9,2455.8,1200.3,1300.5,1400.3,1501.5,1603,2856,12071,1901.6,2324,2521.1,2341.7,2629.5,2538,2628.5,2700.2,2703.5,3124.3,4434.3,3496.9
3.3236e+05,2612.2,466.33,407.91,520.03,602.26,700.13,816.91,925.87,1313,1493.1,1200.6,1300.3,1400.1,1501.5,1603.5,2168.8,10192,1903.1,2117.1,2292.1,2221.5,2629.5,2522.3,2629.2,2700.1,3100.7,3138.1,3178.7,4331.7
1.1635e+05,1730.9,1659.1,407.42,520.01,603.51,700.22,808.95,928.85,1070.8,1610.7,1200.4,1300.3,1400.1,1500.6,1603.6,3369.5,21065,1901.6,2173.3,2219.3,2342.7,2629.5,2520.9,2700.5,2700.1,2703.6,3140.4,3111.2,5019.2
