2532.4,2406.5,2602.1,2419.8,2268.4,2479.1,2404.6,2549.2,2812.5,2386,2237.2,2356.2,2472.2,2336.7,2341.6,2505.5,2293.2,2324.1,2522,2452.3,2680.6,2544.8,2318,2482.7,2657.3,2512,2375.8,2542.7,2432.2,2666.8,2457.3,2569.6,2359.5,2470.4,2548.8,2531.6,2366.5,2228.3,2493.6,2555.4,2556.7,2396.3,2439.6,2340.5,2531.3,2526.9,2602.6,2269.9,2422.7,2466.2
2223.3,2226.4,2223.6,2224.3,2221.6,2222.4,2220.6,2217.6,2227.9,2223.8,2223.4,2223.8,2224,2224.2,2225.7,2225.9,2225,2224.9,2224.8,2223.6,2225.2,2225.4,2224.2,2223,2225,2223.4,2224.4,2213,2225.3,2224.2,2226,2225.2,2223.9,2220.4,2225.5,2226.9,2224.2,2225.6,2223.5,2224.3,2226.7,2224.6,2226.1,2225.6,2224.3,2223.3,2224.2,2216.7,2226.3,2219.7
2629.5,2629.6,2629.6,2629.5,2629.5,2629.5,2629.6,2629.5,2332.6,2516.2,2528.4,2559.3,2629.5,2357.7,2629.6,2593.5,2629.5,2629.5,2629.6,2629.8,2328.3,2629.5,2629.6,2450.5,2332.6,2629.6,2629.5,2335.5,2540.1,2343.6,2629.6,2339.3,2629.6,2400.5,2325.4,2502.6,2629.8,2629.5,2629.6,2629.6,2629.7,2629.5,2346.8,2629.6,2629.5,2629.6,2507.3,2629.5,2354.5,2629.6
2520.6,2518.2,2523.7,2526,2520.5,2511.4,2513.9,2513.5,2516.7,2524.6,2523.2,2512.4,2523.9,2514.7,2520.5,2515.8,2519.6,2516.7,2521.8,2519.2,2519.9,2522.7,2529.3,2517.4,2522.2,2529.1,2524.2,2511.2,2523.3,2523.9,2523.7,2523.4,2525.2,2524.7,2528.3,2516.2,2524.4,2525.5,2513.9,2510.1,2513.1,2515,2519.8,2510.8,2514.8,2524.9,2516.8,2515.5,2521.7,2510.8
2632.7,2644.5,2644.5,2643.9,2635.5,2635.8,2639.4,2630.3,2638.8,2638.6,2632,2628.4,2641.8,2638.1,2635.6,2641.9,2637.5,2647.8,2629.1,2649.1,2641.6,2631.9,2634.6,2643.4,2644.4,2626.1,2647.9,2638.4,2629.1,2643.7,2625.2,2633.9,2658.6,2641.8,2627.1,2641,2642.3,2636.5,2659.1,2653.9,2640.8,2638.5,2645.3,2646.3,2645.1,2629.8,2633,2648.1,2636.2,2639.6
2700.2,2700.3,2700.1,2700.3,2700.2,2700.2,2700.2,2700.2,2700.2,2700.2,2700.2,2700.2,2700.2,2700.2,2700.1,2700.3,2700.2,2700.2,2700.2,2700.3,2700.2,2700.3,2700.3,2700.2,2700.2,2700.2,2700.3,2700.3,2700.2,2700.3,2700.2,2700.2,2700.2,2700.2,2700.2,2700.2,2700.2,2700.2,2700.2,2700.2,2700.3,2700.2,2700.2,2700.3,2700.1,2700.2,2700.2,2700.2,2700.2,2700.3
2705.5,2703.8,2703,2706.8,2704.6,2704.6,2705.7,2704.4,2704.3,2703.2,2704.3,2705.6,2704,2703.7,2703.2,2704.4,2704.7,2706.2,2705.3,2705.3,2706.5,2703.8,2704.5,2704.5,2703.6,2704.1,2706.6,2704.4,2705.6,2703.8,2705.9,2704,2704,2704.5,2704.7,2705.4,2703.6,2704.2,2704,2705.8,2704.5,2704.4,2704.3,2702.6,2704.1,2703.6,2703.6,2703.5,2703.2,2704.8
3185,3188.4,3187.2,3171.4,3173.6,3180.1,3186.4,3184,3171.2,3180.7,3184.6,3171.5,3175.6,3189.6,3177.6,3181.6,3175.8,3192.2,3182.6,3184,3179.9,3182.1,3178.5,3174.1,3187.5,3178.1,3175.5,3180.5,3178.2,3172.4,3172.8,3172.3,3187.5,3175.3,3175.1,3173,3173.1,3182.9,3180.4,3181.3,3174.7,3181.3,3173.3,3183.3,3172.2,3183.3,3180.2,3174,3182.1,3182.4
3407.4,3276.3,3374.7,3166.4,3265.3,3252.3,3267,3309.9,3441.6,3400.9,3236.4,3318.3,3288.7,3377.8,3299.3,3291.3,3316.4,3216.9,3352.8,3249.2,3263.2,3217,3342.2,3355,3321,3368,3431.9,3391.6,3293.4,3365.6,3406.7,3372.3,3289.1,3376.6,3264,3191.7,3216.8,3375.1,3233.5,3417.8,3216.7,3313.3,3345.3,3273.4,3467.3,3457.9,3234.7,3456.1,3442.5,3266
3715.6,3516.8,3625.5,3620.9,3514.2,3716,3627.8,3558.9,3680.8,3629.4,3659.4,3611.3,3690.6,3617.6,3587.2,3745.6,3699.4,3564,3635.9,3630.2,3556.9,3821.3,3636.7,3563.4,3556.8,3552.6,3635.2,3552.9,3573.2,3693.6,3538.9,3555.6,3536.5,3555.5,3660.1,3648.9,3525.4,3661.7,3677.5,3714.6,3592.1,3656.8,3577.3,3675.7,3618.2,3576.4,3507.4,3676.9,3652,3547.8
