1.7612e+06,8408.7,2220.2,435.93,520.04,605.81,700.98,810.2,941.85,1559.6,1999.3,1200.2,1300.2,1400.2,1507.8,1603.1,3953.7,21049,1902,2214.4,14497,2240.4,2500,2567.3,2700,2700.4,2900,3000,3383.4,4686.6
2.9947e+05,9274.4,1557.6,401.37,520.15,603.36,701.83,844.81,936.81,1898.6,1825,1200.4,1300.2,1400.9,1503.8,1603.3,3907.2,2525,1903.6,2111.6,3383.7,2282.4,2500,2600,2672.1,2700.3,2900,3000,3384.5,4112.1
3.0339e+06,7086.7,1779.1,410.8,520.06,603.84,700.58,819.69,911.03,1755.9,2118.5,1200.5,1300.2,1400.6,1502.9,1603.1,19250,2907.1,1903.4,6144,14978,2230.7,2500,2600,2700,2700.4,2900,3000,3764.8,5050.2
7.6038e+06,42142,1680.4,436.34,520.03,601,700.41,824.6,930.69,1491.4,1631.4,1200.2,1300.3,1400.3,1503.1,1603,8407.5,34156,1903.9,2391.7,5903,2357.2,2500,2543.7,2700,2700.2,2708.2,3000,3964.3,4645.1
1.7292e+06,5307.3,4053.6,436.99,520.16,607.27,700.55,827.87,930.91,1673.6,2067.6,1200.2,1300.4,1400.6,1501.4,1603.1,6170,2173.6,1905.2,6168.4,2735.4,2246.1,2500,2600,2700,2700.2,2900,3000,3991.4,4522.6
3.893e+06,7760.1,2559.7,401.99,520.1,602.2,700.46,836.83,938.85,1477.5,2127.9,1200.4,1300.5,1400.7,1504.3,1602.7,3861,3282,1903.5,2159.2,4500.8,2356.2,2500,2533.7,2700,2700.3,2704.6,3000,3755.7,3921
5.2108e+06,7889.3,5595.8,435.34,520.07,605.2,701.3,809.07,918.31,1584.9,2338.8,1200.3,1300.4,1400.3,1502,1603.1,3428.6,3007.6,1903.9,11461,5185.8,2247.4,2500,2545,2637.6,2700.4,2706.2,3000,3100,5735.7
3.9669e+05,6210.1,4604,434.88,520.24,605.35,700.66,856.14,943.8,1768.8,1706.5,1200.6,1300.2,1400.4,1505.3,1603.1,5247.5,14280,1903.6,6432.9,4113.6,2290.7,2500,2538.6,2700,2700.2,2900,3000,3982.3,6085.4
1.9077e+07,11504,1415.3,515.35,520.23,605.08,701.95,828.87,919.35,1327.7,2396,1200.2,1300.3,1400.9,1500.9,1603.1,5161.2,4325.5,1903,5925.3,13769,2292.7,2500,2533.8,2700,2700.3,2707.4,3000,4518.1,4263.6
5.2504e+06,6.2485e+06,1681.7,442.17,520.13,605.73,700.26,824.49,926.9,1829,2591.5,1200.2,1300.4,1400.3,1502.7,1603.5,3274.6,10577,1902.5,2376.5,16333,2299.6,2500,2537,2700,2700.5,2708.7,3000,3708.9,7852.7
1.8822e+06,28360,5772.8,413.23,520.17,605.58,700.84,823.88,941.02,1380.8,1794,1200.2,1300.4,1400.2,1501.1,1602.3,3579.4,2173.6,1905.6,3718,2667.6,2234.9,2500,2600,2700,2700.3,2900,3000,3202.8,4243.7
4.1605e+06,11367,2215.6,435.43,520.02,606.27,700.26,846.78,944.87,1931.2,2417.4,1200.5,1300.4,1400.8,1501.4,1603.2,3530.3,8557.3,1903.5,2137.1,3453.7,2230.6,2500,2600,2700,2700.2,2706.3,3000,3803.6,3770
6.0481e+06,4253.2,1751.3,436.41,520.06,601.6,700.39,829.86,942.3,1316.5,1648.2,1200.4,1300.2,1400.2,1502.1,1603.5,2503.2,9925.9,1902.6,2118,2999.4,2232.3,2500,2533.7,2700,2700.2,2900,3000,4009.9,4566
3.4605e+06,6560.8,1838.1,435.77,520.05,605.64,701.78,820.92,924.31,2097.8,1564.2,1200.3,1300.4,1400.3,1501.6,1603.3,3427.5,7662.5,1902.7,15195,8107.3,2370,2500,2534.5,2700,2700.4,2900,3000,6268.7,3995.1
2.4214e+06,13365,929.72,435.22,520.17,607.16,700.89,833.07,933.84,1366.2,2317,1200.2,1300.4,1400.2,1502.8,1603.4,6297,13470,1902.6,2127.5,4010,2304,2500,2537.3,2700,2700.4,2704.8,3000,3706.9,3623.5
1.6005e+07,26392,6201.8,400.96,520.17,607.29,700.17,820.99,910.12,1680.2,2494.9,1200.4,1300.4,1400.3,1502.9,1603.1,3578.9,24924,1901.8,3035.8,16514,2357.8,2500,2538.7,2677.2,2700.1,2900,3000,3486.5,3773.9
8.7508e+05,19982,3316.9,413.03,520.14,604.18,700.36,827.04,918.97,1549.6,1458.5,1200.7,1300.3,1400.3,1503.8,1602.4,44828,10097,1904,2588.1,4812.9,2224.1,2500,2600,2700,2700.5,2900,3000,3952.8,3200
3.788e+06,9615,2256.5,438.39,520.04,603.66,701.75,825.99,938.85,1425.8,1927.4,1200.6,1300.2,1400.1,1503.2,1603.5,11456,11837,1903.8,9123.5,9321.1,2249.4,2500,2600,2700,2700.2,2900,3000,3394,3861.2
7.1193e+06,21787,5859.2,435.77,520.19,606.23,701.05,841.79,955.41,1444.9,2035.7,1200.8,1300.5,1400.2,1501.4,1603.2,3137,9841.1,1902.8,5421.1,11041,2254.4,2500,2600,2700,2700.2,2900,3000,3592,4744.7
4.7841e+06,7702.3,2375.5,435.62,520.1,604.35,700.42,831.97,941.82,1712.6,1961.2,1200.2,1300.3,1400.4,1501.5,1602.8,8654.6,10583,1902.3,6100.8,15609,2267.7,2500,2560.2,2700,2700.2,2900,3000,7101.8,6101.1
1.0286e+07,10830,9446.1,435.64,520.07,605.01,701.26,822,935.49,1144.9,2088.4,1200.3,1300.3,1400.4,1503.4,1603.5,5567.3,4419.9,1903.7,6695.5,3298.6,2298.9,2500,2600,2700,2700.3,2900,3000,5937,5537.1
1.4161e+06,6260,2795.5,406.46,520.02,606.71,700.29,829.02,933.66,1956,2115.4,1200.5,1300.1,1400.8,1504,1603.1,11433,17073,1903.2,2617.4,3765.7,2246.1,2500,2544.7,2700,2700.3,2900,3000,3389.9,4285.5
4.7173e+06,3345.5,6365.6,400.95,520.19,604.55,700.14,827.89,927.87,1381,2353.8,1200.1,1300.2,1400.3,1503.5,1602.8,6237.7,7455,1903.8,2060.9,3618.3,2238.8,2500,2600,2700,2700.3,2706.9,3000,3327.9,4160.9
7.8547e+06,9068,1475.9,435.63,520.17,605.49,700.38,811.33,944.12,1873.8,1570.6,1200.5,1300.4,1400.3,1504.5,1603.2,3704.2,8927.8,1903.5,6543.7,6147.1,2346.6,2500,2537.1,2700,2700.3,2900,3000,3767.6,4822.1
3.129e+06,14914,1301.7,435.39,520.03,604.49,700.63,827.61,921.9,1769.7,1947.3,1200.1,1300.5,1400.2,1502.5,1602.7,2882.5,7652.1,1903.6,7137.6,13587,2224.7,2500,2539.2,2700,2700.5,2900,3000,3701.7,3980.6
1.2272e+06,23611,1670.9,434.89,520.16,604.79,700.91,818.07,934.09,2037.5,2389.6,1200.5,1300.3,1400.7,1501.5,1603.5,2424.9,35785,1902.4,2161.5,17671,2245.4,2500,2545.2,2700,2700.2,2900,3000,3847.2,5133.9
4.9372e+05,12665,1060.3,435.12,520.19,604.25,700.72,813.96,932.17,1663.7,2317.8,1201,1300.3,1400.7,1504.1,1603.1,8315,35139,1903.3,8370.8,4208.9,2368.7,2500,2542,2700,2700.3,2708.5,3000,4284.3,5936.4
9.3375e+05,8785.5,2272.1,515.53,520.04,603.25,700.61,837.14,941.38,1661.7,2276.4,1200.7,1300.3,1400.4,1501.6,1603.6,5232.7,38206,1904.2,2156.2,14137,2242.3,2500,2524.1,2700,2700.3,2900,3000,3434,5222.9
